,anise,apple,apple-cider,apple-pie,apricot,asparagus,avocado,baked-beans,baked-chicken,banana-bread,barbecue-sauce,beef,beef-steak,beer,beet,blackberry,blueberry,boysenberry,bread,broccoli,brussel-sprouts,burrito,cabbage,caipirinha,cardamom,carrot,cauliflower,celeriac,champagne,chanterelle,charoset,cheeseburger,cherry-tomato,chia,chili,chili-con-carne,chinese-cabbage,chinese-water-chestnut,chives,chocolate,chocolate-cake,chocolate-chip-cookies,chocolate-mousse,chokecherry,cinnamon,coconut,coffee,cold-brew-coffee,coriander,corn-salad,cornbread,cosmopolitan,cranberry,cronut,cucumber,daiquiri,date,diet,dill,donut,dumpling,easter-egg,eggplant,elderberry,empanada,endive,energy-drink,feijoa,fennel,fig,frozen-yogurt,fruit-salad,garden-tomato,garlic,gefilte-fish,gimlet,ginger,gooseberry,grape,grapefruit,grasshopper-cocktail,hamburger,honey,horseradish,hot-chocolate,hot-dog,huckleberry,ice-cream,iced-tea,kale,kale-de,kale-jp,kimchi,kohlrabi,kumquat,lamb,lasagna,leek,lemon,lemon-balm,lobster,long-island-iced-tea,lychee,macaron,mai-tai,maitake,mandarin-orange,mango,manhattan-cocktail,margarita,marshmallow,martini,marzipan,matzah-ball,meatball,meatloaf,meringue,microgreen,mimosa,mint-julep,mojito,moscow-mule,mulberry,mushroom,nachos,napa-cabbage,nectarine,negroni,nougat,nutmeg,okra,old-fashioned,onion,orange,parsnip,pasta-salad,peach,pear,peppermint,persimmon,pho,pie,pina-colada,pineapple,pizza,plum,pomegranate,popcorn,pork,pork-chops,pot-pie,potato,potato-gratin,pummelo,pumpkin,pumpkin-spice-latte,quince,quinoa,radish,ravioli,red-wine,redcurrant,rhubarb,risotto,rosemary,salad,salmon,sex-on-the-beach,shallot,shirley-temple,shrimp,sidecar,smoothie,soup,sour-cherry,spaghetti,spinach,star-anise,stew,strawberry,sushi,sweet-cherry,sweet-potato,swiss-chard,taco,tamale,tea,tequila-sunrise,tom-collins,turkey,turmeric,turnip,watermelon,whiskey-sour,white-russian,white-wine,wild-leek
2006-30,14.0,15.0,4.0,3.0,43.0,12.0,16.0,14.0,31.0,33.0,29.0,31.0,28.0,52.0,29.0,45.0,53.0,21.0,44.0,14.0,1.0,15.0,10.0,30.0,20.0,10.0,6.0,13.0,17.0,21.0,0.0,22.0,22.0,3.0,42.0,10.0,18.0,14.0,18.0,27.0,26.0,16.0,23.0,65.0,14.0,24.0,40.0,4.0,36.0,24.0,4.0,22.0,2.0,0.0,39.0,40.0,14.0,74.0,46.0,11.0,23.0,1.0,48.0,25.0,20.0,18.0,47.0,51.0,25.0,8.0,23.0,23.0,46.0,33.0,4.0,17.0,20.0,39.0,33.0,12.0,9.0,25.0,22.0,6.0,3.0,25.0,61.0,13.0,44.0,2.0,1.0,29.0,15.0,36.0,69.0,16.0,17.0,22.0,30.0,30.0,37.0,49.0,32.0,1.0,73.0,17.0,22.0,45.0,8.0,34.0,4.0,32.0,12.0,2.0,11.0,28.0,11.0,27.0,22.0,7.0,65.0,1.0,13.0,23.0,14.0,32.0,18.0,11.0,15.0,7.0,42.0,11.0,30.0,16.0,5.0,28.0,45.0,17.0,4.0,5.0,16.0,9.0,40.0,23.0,36.0,22.0,21.0,20.0,24.0,29.0,6.0,17.0,4.0,6.0,2.0,1.0,8.0,6.0,14.0,25.0,17.0,32.0,18.0,31.0,20.0,40.0,51.0,35.0,20.0,6.0,22.0,38.0,35.0,16.0,30.0,33.0,25.0,6.0,13.0,26.0,48.0,22.0,2.0,25.0,16.0,5.0,47.0,23.0,23.0,1.0,9.0,9.0,21.0,11.0,23.0,29.0,7.0
2006-31,16.0,16.0,2.0,3.0,31.0,15.0,18.0,13.0,45.0,36.0,24.0,32.0,40.0,54.0,27.0,47.0,47.0,38.0,44.0,14.0,1.0,16.0,9.0,22.0,23.0,11.0,7.0,5.0,15.0,25.0,0.0,14.0,25.0,3.0,43.0,11.0,20.0,11.0,21.0,30.0,31.0,16.0,26.0,47.0,18.0,22.0,39.0,5.0,33.0,33.0,4.0,21.0,3.0,0.0,41.0,54.0,13.0,51.0,42.0,13.0,18.0,3.0,54.0,36.0,16.0,20.0,38.0,33.0,46.0,33.0,22.0,19.0,51.0,32.0,4.0,19.0,24.0,21.0,39.0,11.0,13.0,24.0,19.0,6.0,2.0,28.0,76.0,13.0,51.0,3.0,1.0,30.0,21.0,23.0,16.0,15.0,20.0,20.0,31.0,23.0,41.0,47.0,27.0,2.0,61.0,33.0,20.0,41.0,6.0,35.0,4.0,32.0,12.0,3.0,13.0,33.0,7.0,27.0,10.0,10.0,77.0,1.0,8.0,26.0,11.0,44.0,28.0,6.0,6.0,19.0,48.0,10.0,32.0,15.0,7.0,30.0,51.0,18.0,3.0,4.0,15.0,10.0,43.0,20.0,37.0,21.0,24.0,16.0,23.0,28.0,6.0,17.0,5.0,12.0,2.0,0.0,15.0,7.0,13.0,27.0,15.0,44.0,14.0,17.0,21.0,38.0,49.0,31.0,23.0,7.0,17.0,19.0,33.0,17.0,32.0,42.0,24.0,19.0,13.0,26.0,51.0,16.0,2.0,19.0,16.0,6.0,47.0,26.0,23.0,1.0,11.0,13.0,22.0,22.0,14.0,37.0,14.0
2006-32,15.0,14.0,4.0,4.0,37.0,11.0,20.0,13.0,40.0,37.0,30.0,30.0,14.0,48.0,29.0,54.0,43.0,29.0,42.0,14.0,0.0,16.0,8.0,30.0,20.0,10.0,7.0,7.0,18.0,8.0,0.0,15.0,39.0,2.0,48.0,12.0,16.0,8.0,18.0,31.0,30.0,16.0,23.0,100.0,16.0,20.0,40.0,2.0,32.0,28.0,4.0,23.0,3.0,0.0,37.0,32.0,12.0,43.0,40.0,12.0,19.0,1.0,51.0,41.0,15.0,19.0,54.0,33.0,25.0,12.0,17.0,21.0,52.0,34.0,11.0,11.0,24.0,28.0,39.0,15.0,18.0,24.0,21.0,6.0,4.0,25.0,64.0,11.0,41.0,2.0,2.0,31.0,25.0,17.0,16.0,17.0,18.0,19.0,36.0,15.0,31.0,49.0,33.0,3.0,64.0,16.0,20.0,39.0,11.0,34.0,5.0,30.0,15.0,2.0,13.0,34.0,10.0,27.0,10.0,3.0,75.0,1.0,5.0,24.0,14.0,23.0,18.0,7.0,9.0,19.0,34.0,10.0,29.0,15.0,7.0,26.0,53.0,24.0,2.0,5.0,18.0,10.0,37.0,23.0,38.0,21.0,21.0,13.0,24.0,29.0,9.0,18.0,5.0,12.0,2.0,0.0,30.0,8.0,10.0,26.0,22.0,44.0,12.0,21.0,16.0,38.0,49.0,32.0,18.0,7.0,13.0,28.0,31.0,15.0,36.0,37.0,26.0,9.0,11.0,24.0,51.0,27.0,1.0,22.0,18.0,6.0,45.0,34.0,33.0,1.0,7.0,11.0,23.0,15.0,18.0,34.0,7.0
2006-33,20.0,16.0,2.0,4.0,40.0,11.0,14.0,15.0,51.0,37.0,26.0,30.0,39.0,53.0,22.0,54.0,34.0,10.0,43.0,15.0,0.0,14.0,9.0,29.0,22.0,11.0,9.0,13.0,15.0,29.0,0.0,23.0,28.0,2.0,50.0,13.0,18.0,14.0,15.0,30.0,31.0,18.0,21.0,82.0,19.0,21.0,40.0,4.0,29.0,32.0,4.0,24.0,2.0,0.0,29.0,31.0,7.0,46.0,44.0,11.0,23.0,3.0,48.0,43.0,23.0,19.0,50.0,33.0,30.0,12.0,12.0,21.0,54.0,35.0,8.0,12.0,19.0,21.0,39.0,15.0,13.0,23.0,21.0,6.0,3.0,26.0,45.0,10.0,31.0,2.0,2.0,32.0,19.0,17.0,23.0,20.0,20.0,26.0,29.0,38.0,33.0,49.0,26.0,2.0,49.0,16.0,20.0,43.0,12.0,30.0,5.0,33.0,14.0,2.0,15.0,33.0,8.0,25.0,13.0,5.0,54.0,1.0,15.0,28.0,12.0,32.0,27.0,8.0,10.0,14.0,45.0,8.0,29.0,14.0,4.0,21.0,53.0,26.0,3.0,6.0,19.0,10.0,30.0,20.0,37.0,21.0,22.0,21.0,23.0,29.0,10.0,20.0,5.0,12.0,2.0,0.0,27.0,7.0,7.0,36.0,16.0,42.0,11.0,24.0,23.0,33.0,51.0,33.0,23.0,7.0,21.0,43.0,27.0,18.0,15.0,40.0,25.0,7.0,15.0,22.0,54.0,14.0,2.0,22.0,16.0,6.0,49.0,27.0,26.0,1.0,13.0,17.0,18.0,12.0,18.0,29.0,7.0
2006-34,16.0,18.0,3.0,4.0,25.0,11.0,18.0,14.0,46.0,43.0,29.0,31.0,27.0,53.0,25.0,43.0,30.0,15.0,41.0,17.0,1.0,14.0,11.0,19.0,14.0,11.0,10.0,16.0,15.0,18.0,0.0,21.0,16.0,3.0,50.0,14.0,22.0,8.0,17.0,32.0,25.0,18.0,23.0,37.0,21.0,21.0,40.0,3.0,26.0,24.0,4.0,20.0,3.0,0.0,30.0,30.0,8.0,49.0,28.0,13.0,19.0,1.0,52.0,70.0,23.0,15.0,53.0,16.0,29.0,8.0,16.0,18.0,51.0,29.0,5.0,13.0,24.0,13.0,42.0,16.0,4.0,22.0,23.0,8.0,4.0,24.0,71.0,9.0,26.0,2.0,2.0,19.0,18.0,20.0,20.0,17.0,20.0,18.0,28.0,14.0,32.0,49.0,26.0,2.0,49.0,16.0,17.0,33.0,8.0,29.0,4.0,33.0,12.0,7.0,14.0,35.0,10.0,25.0,19.0,1.0,42.0,1.0,11.0,26.0,13.0,39.0,36.0,8.0,9.0,22.0,44.0,11.0,36.0,16.0,9.0,20.0,54.0,33.0,3.0,7.0,18.0,9.0,31.0,20.0,39.0,21.0,18.0,22.0,23.0,27.0,12.0,18.0,5.0,10.0,3.0,1.0,20.0,6.0,19.0,29.0,21.0,42.0,11.0,31.0,20.0,31.0,49.0,33.0,17.0,8.0,25.0,18.0,27.0,20.0,16.0,44.0,27.0,11.0,17.0,22.0,50.0,14.0,2.0,20.0,15.0,7.0,48.0,24.0,33.0,1.0,9.0,12.0,15.0,23.0,19.0,29.0,13.0
2006-35,13.0,20.0,5.0,4.0,32.0,11.0,14.0,17.0,39.0,45.0,32.0,33.0,20.0,52.0,22.0,43.0,25.0,10.0,41.0,16.0,0.0,14.0,9.0,21.0,13.0,12.0,7.0,12.0,15.0,29.0,0.0,17.0,31.0,2.0,53.0,18.0,22.0,10.0,15.0,30.0,34.0,18.0,21.0,45.0,20.0,19.0,42.0,1.0,32.0,24.0,5.0,16.0,3.0,0.0,21.0,28.0,15.0,41.0,32.0,13.0,22.0,1.0,51.0,81.0,18.0,27.0,52.0,16.0,22.0,20.0,17.0,17.0,49.0,28.0,9.0,13.0,28.0,11.0,35.0,10.0,12.0,24.0,21.0,6.0,5.0,27.0,57.0,8.0,32.0,3.0,2.0,38.0,22.0,8.0,17.0,19.0,23.0,17.0,29.0,24.0,29.0,56.0,20.0,3.0,39.0,37.0,19.0,29.0,14.0,24.0,4.0,31.0,19.0,5.0,15.0,37.0,8.0,0.0,18.0,3.0,40.0,1.0,5.0,32.0,11.0,32.0,26.0,8.0,8.0,21.0,42.0,8.0,29.0,16.0,6.0,21.0,47.0,34.0,3.0,4.0,19.0,10.0,32.0,20.0,40.0,34.0,24.0,22.0,27.0,29.0,16.0,19.0,5.0,12.0,4.0,1.0,11.0,6.0,18.0,30.0,24.0,41.0,10.0,25.0,21.0,29.0,42.0,48.0,17.0,3.0,22.0,18.0,25.0,22.0,12.0,40.0,25.0,16.0,17.0,19.0,45.0,14.0,2.0,10.0,15.0,6.0,50.0,17.0,34.0,1.0,15.0,10.0,13.0,26.0,19.0,27.0,7.0
2006-36,15.0,24.0,6.0,7.0,31.0,12.0,15.0,16.0,29.0,48.0,29.0,34.0,16.0,54.0,20.0,32.0,19.0,15.0,41.0,16.0,1.0,18.0,12.0,21.0,17.0,14.0,10.0,5.0,14.0,12.0,1.0,17.0,27.0,2.0,50.0,21.0,16.0,11.0,23.0,31.0,30.0,18.0,15.0,25.0,20.0,21.0,45.0,5.0,30.0,19.0,5.0,18.0,3.0,0.0,19.0,27.0,13.0,44.0,32.0,12.0,23.0,1.0,45.0,60.0,26.0,29.0,46.0,15.0,18.0,28.0,13.0,18.0,42.0,30.0,3.0,12.0,25.0,9.0,50.0,15.0,16.0,26.0,23.0,7.0,7.0,22.0,39.0,8.0,30.0,3.0,2.0,19.0,22.0,12.0,18.0,20.0,25.0,22.0,29.0,14.0,29.0,43.0,18.0,1.0,45.0,16.0,30.0,30.0,9.0,26.0,5.0,34.0,14.0,6.0,16.0,32.0,11.0,0.0,13.0,1.0,37.0,0.0,4.0,32.0,13.0,20.0,18.0,3.0,13.0,19.0,37.0,14.0,27.0,18.0,8.0,17.0,43.0,49.0,3.0,10.0,14.0,10.0,31.0,20.0,40.0,19.0,22.0,20.0,25.0,27.0,12.0,20.0,7.0,8.0,6.0,3.0,17.0,6.0,14.0,36.0,22.0,42.0,11.0,25.0,19.0,30.0,46.0,37.0,21.0,5.0,16.0,16.0,23.0,23.0,16.0,44.0,26.0,13.0,20.0,18.0,41.0,15.0,2.0,24.0,14.0,7.0,48.0,27.0,39.0,1.0,11.0,12.0,12.0,10.0,25.0,31.0,6.0
2006-37,15.0,30.0,5.0,8.0,28.0,10.0,15.0,13.0,40.0,43.0,22.0,33.0,26.0,49.0,22.0,19.0,15.0,20.0,38.0,16.0,1.0,15.0,10.0,17.0,15.0,11.0,7.0,8.0,12.0,34.0,1.0,19.0,18.0,2.0,49.0,23.0,18.0,8.0,17.0,28.0,28.0,18.0,20.0,40.0,20.0,21.0,43.0,4.0,26.0,10.0,5.0,16.0,3.0,0.0,13.0,16.0,12.0,43.0,31.0,11.0,27.0,1.0,48.0,67.0,21.0,23.0,47.0,15.0,27.0,11.0,13.0,13.0,36.0,28.0,13.0,12.0,20.0,21.0,51.0,10.0,9.0,23.0,21.0,5.0,6.0,19.0,19.0,7.0,23.0,4.0,2.0,19.0,24.0,10.0,21.0,18.0,26.0,25.0,25.0,13.0,24.0,41.0,18.0,1.0,42.0,41.0,26.0,23.0,11.0,19.0,5.0,31.0,11.0,5.0,16.0,39.0,8.0,0.0,12.0,1.0,28.0,1.0,4.0,31.0,15.0,33.0,16.0,6.0,7.0,20.0,28.0,9.0,28.0,19.0,7.0,13.0,32.0,48.0,3.0,10.0,15.0,10.0,19.0,18.0,37.0,19.0,20.0,18.0,25.0,29.0,14.0,20.0,5.0,14.0,9.0,2.0,43.0,6.0,12.0,34.0,21.0,19.0,6.0,27.0,21.0,26.0,42.0,34.0,14.0,4.0,22.0,16.0,19.0,26.0,10.0,34.0,81.0,13.0,22.0,16.0,44.0,13.0,2.0,18.0,16.0,7.0,52.0,36.0,27.0,1.0,10.0,12.0,9.0,15.0,24.0,20.0,6.0
2006-38,12.0,39.0,10.0,11.0,33.0,13.0,15.0,10.0,31.0,43.0,25.0,36.0,26.0,52.0,28.0,13.0,13.0,13.0,40.0,17.0,2.0,16.0,10.0,17.0,22.0,15.0,9.0,16.0,13.0,17.0,2.0,29.0,15.0,1.0,50.0,27.0,15.0,14.0,11.0,29.0,28.0,19.0,16.0,12.0,22.0,19.0,44.0,1.0,25.0,13.0,5.0,17.0,4.0,0.0,15.0,22.0,14.0,37.0,29.0,13.0,31.0,1.0,42.0,32.0,23.0,34.0,69.0,30.0,27.0,15.0,13.0,15.0,34.0,28.0,29.0,15.0,22.0,12.0,45.0,12.0,9.0,21.0,30.0,5.0,8.0,21.0,45.0,7.0,25.0,2.0,4.0,19.0,24.0,8.0,18.0,15.0,27.0,22.0,24.0,13.0,26.0,34.0,19.0,1.0,42.0,55.0,21.0,23.0,11.0,19.0,5.0,26.0,19.0,9.0,17.0,39.0,7.0,0.0,13.0,1.0,25.0,1.0,4.0,32.0,13.0,20.0,16.0,3.0,3.0,21.0,27.0,8.0,31.0,18.0,12.0,10.0,25.0,49.0,3.0,11.0,17.0,9.0,25.0,18.0,38.0,40.0,29.0,19.0,27.0,29.0,15.0,20.0,7.0,16.0,12.0,4.0,51.0,7.0,27.0,43.0,22.0,39.0,7.0,28.0,18.0,26.0,42.0,43.0,25.0,4.0,23.0,21.0,19.0,31.0,11.0,37.0,90.0,6.0,27.0,18.0,47.0,30.0,2.0,22.0,12.0,8.0,50.0,27.0,23.0,1.0,9.0,14.0,8.0,14.0,23.0,27.0,6.0
2006-39,13.0,43.0,14.0,13.0,27.0,13.0,15.0,10.0,31.0,38.0,20.0,34.0,19.0,52.0,25.0,14.0,16.0,15.0,41.0,19.0,2.0,13.0,10.0,12.0,25.0,15.0,10.0,16.0,15.0,34.0,0.0,20.0,18.0,1.0,49.0,30.0,18.0,9.0,17.0,30.0,27.0,18.0,26.0,23.0,21.0,18.0,43.0,1.0,22.0,8.0,6.0,13.0,4.0,0.0,13.0,29.0,20.0,39.0,25.0,14.0,29.0,1.0,44.0,30.0,34.0,26.0,75.0,30.0,18.0,22.0,16.0,13.0,34.0,27.0,9.0,8.0,22.0,15.0,47.0,9.0,13.0,21.0,21.0,6.0,6.0,22.0,26.0,7.0,21.0,4.0,2.0,18.0,28.0,23.0,13.0,17.0,26.0,32.0,26.0,13.0,22.0,40.0,17.0,1.0,38.0,60.0,20.0,22.0,4.0,18.0,5.0,29.0,17.0,4.0,16.0,44.0,8.0,0.0,9.0,1.0,20.0,0.0,4.0,33.0,13.0,26.0,16.0,4.0,11.0,19.0,29.0,11.0,27.0,16.0,11.0,8.0,22.0,49.0,3.0,14.0,18.0,9.0,15.0,19.0,38.0,19.0,26.0,22.0,25.0,28.0,15.0,21.0,5.0,14.0,19.0,6.0,48.0,6.0,19.0,38.0,22.0,19.0,5.0,26.0,19.0,22.0,40.0,36.0,18.0,2.0,27.0,25.0,19.0,31.0,16.0,45.0,42.0,18.0,28.0,16.0,46.0,15.0,2.0,25.0,15.0,7.0,52.0,20.0,33.0,1.0,8.0,21.0,6.0,10.0,28.0,32.0,6.0
2006-40,14.0,43.0,19.0,14.0,32.0,14.0,19.0,9.0,25.0,44.0,17.0,38.0,32.0,53.0,22.0,11.0,11.0,10.0,39.0,18.0,2.0,13.0,10.0,24.0,22.0,14.0,10.0,22.0,13.0,22.0,0.0,20.0,15.0,3.0,50.0,33.0,18.0,4.0,12.0,30.0,34.0,21.0,20.0,18.0,27.0,18.0,46.0,3.0,28.0,7.0,6.0,13.0,5.0,0.0,10.0,20.0,15.0,37.0,34.0,14.0,36.0,1.0,38.0,30.0,28.0,28.0,74.0,35.0,24.0,11.0,8.0,15.0,31.0,32.0,10.0,13.0,22.0,10.0,46.0,13.0,11.0,20.0,21.0,6.0,7.0,23.0,26.0,7.0,18.0,4.0,7.0,18.0,23.0,9.0,15.0,22.0,25.0,17.0,26.0,18.0,24.0,46.0,12.0,1.0,42.0,85.0,15.0,19.0,14.0,17.0,5.0,29.0,19.0,6.0,16.0,41.0,13.0,23.0,15.0,2.0,19.0,0.0,4.0,30.0,16.0,23.0,16.0,7.0,8.0,21.0,23.0,10.0,23.0,16.0,10.0,10.0,16.0,40.0,4.0,13.0,20.0,10.0,24.0,18.0,37.0,19.0,30.0,34.0,27.0,29.0,17.0,22.0,5.0,16.0,32.0,4.0,97.0,6.0,12.0,45.0,27.0,19.0,5.0,23.0,20.0,22.0,40.0,37.0,20.0,3.0,19.0,16.0,17.0,33.0,10.0,34.0,29.0,13.0,32.0,16.0,45.0,14.0,3.0,24.0,15.0,8.0,56.0,30.0,41.0,1.0,8.0,19.0,6.0,16.0,28.0,21.0,6.0
2006-41,16.0,49.0,25.0,18.0,32.0,14.0,14.0,12.0,32.0,42.0,19.0,42.0,32.0,50.0,24.0,11.0,13.0,10.0,43.0,18.0,3.0,13.0,11.0,14.0,20.0,17.0,13.0,19.0,15.0,46.0,0.0,24.0,14.0,5.0,57.0,40.0,28.0,5.0,15.0,33.0,31.0,24.0,26.0,20.0,24.0,18.0,42.0,1.0,19.0,9.0,8.0,14.0,5.0,0.0,9.0,16.0,22.0,39.0,24.0,16.0,27.0,1.0,39.0,35.0,35.0,44.0,74.0,56.0,19.0,14.0,5.0,12.0,33.0,28.0,4.0,15.0,25.0,8.0,39.0,13.0,10.0,22.0,22.0,6.0,11.0,19.0,20.0,6.0,21.0,4.0,6.0,19.0,26.0,14.0,13.0,22.0,26.0,34.0,23.0,20.0,26.0,39.0,18.0,2.0,34.0,35.0,18.0,23.0,12.0,17.0,5.0,27.0,26.0,4.0,18.0,46.0,10.0,24.0,16.0,1.0,23.0,1.0,10.0,31.0,15.0,10.0,16.0,10.0,12.0,30.0,25.0,10.0,28.0,20.0,12.0,10.0,15.0,39.0,4.0,16.0,19.0,10.0,22.0,18.0,39.0,19.0,29.0,29.0,28.0,31.0,19.0,23.0,7.0,9.0,46.0,5.0,78.0,7.0,14.0,53.0,20.0,19.0,5.0,34.0,23.0,21.0,42.0,32.0,20.0,7.0,15.0,24.0,14.0,40.0,10.0,39.0,27.0,12.0,35.0,16.0,47.0,15.0,3.0,22.0,13.0,10.0,55.0,28.0,25.0,1.0,5.0,21.0,6.0,9.0,28.0,21.0,7.0
2006-42,12.0,45.0,25.0,16.0,24.0,13.0,17.0,8.0,19.0,39.0,18.0,45.0,35.0,49.0,23.0,11.0,11.0,19.0,42.0,19.0,3.0,14.0,10.0,11.0,25.0,14.0,15.0,28.0,16.0,27.0,0.0,17.0,13.0,4.0,52.0,42.0,20.0,8.0,13.0,34.0,31.0,25.0,27.0,18.0,29.0,21.0,43.0,1.0,26.0,7.0,9.0,14.0,7.0,0.0,10.0,20.0,18.0,40.0,21.0,16.0,38.0,1.0,32.0,23.0,25.0,31.0,73.0,80.0,32.0,14.0,13.0,11.0,31.0,28.0,3.0,11.0,24.0,15.0,37.0,14.0,6.0,20.0,21.0,6.0,11.0,20.0,16.0,6.0,13.0,4.0,10.0,18.0,24.0,8.0,19.0,18.0,25.0,38.0,26.0,39.0,25.0,40.0,20.0,1.0,21.0,19.0,18.0,22.0,11.0,17.0,6.0,29.0,18.0,3.0,18.0,49.0,9.0,23.0,18.0,1.0,19.0,1.0,12.0,28.0,16.0,20.0,16.0,8.0,9.0,19.0,23.0,13.0,24.0,20.0,10.0,8.0,12.0,35.0,5.0,27.0,18.0,10.0,16.0,19.0,37.0,19.0,34.0,40.0,27.0,35.0,23.0,23.0,8.0,13.0,50.0,10.0,71.0,6.0,14.0,37.0,28.0,19.0,6.0,34.0,18.0,21.0,39.0,44.0,16.0,6.0,28.0,32.0,15.0,43.0,12.0,41.0,22.0,21.0,41.0,15.0,48.0,14.0,4.0,21.0,13.0,8.0,54.0,22.0,25.0,1.0,8.0,24.0,5.0,15.0,21.0,23.0,9.0
2006-43,17.0,42.0,36.0,13.0,27.0,11.0,14.0,9.0,30.0,39.0,19.0,44.0,23.0,50.0,20.0,7.0,11.0,9.0,40.0,19.0,3.0,14.0,13.0,14.0,31.0,15.0,14.0,25.0,16.0,44.0,1.0,24.0,14.0,3.0,46.0,49.0,22.0,18.0,16.0,33.0,33.0,23.0,21.0,15.0,26.0,19.0,46.0,3.0,24.0,12.0,8.0,15.0,7.0,0.0,6.0,18.0,14.0,34.0,28.0,14.0,30.0,1.0,31.0,15.0,32.0,31.0,71.0,49.0,23.0,7.0,10.0,9.0,27.0,30.0,9.0,16.0,29.0,12.0,37.0,16.0,11.0,21.0,19.0,3.0,16.0,24.0,29.0,6.0,24.0,6.0,14.0,18.0,18.0,14.0,19.0,17.0,24.0,28.0,24.0,13.0,24.0,47.0,27.0,3.0,42.0,53.0,28.0,21.0,14.0,19.0,8.0,32.0,24.0,3.0,20.0,52.0,12.0,23.0,15.0,1.0,18.0,1.0,15.0,28.0,12.0,24.0,16.0,3.0,13.0,19.0,19.0,15.0,33.0,22.0,17.0,8.0,12.0,31.0,7.0,32.0,20.0,11.0,21.0,19.0,39.0,19.0,38.0,62.0,27.0,32.0,22.0,25.0,7.0,7.0,56.0,7.0,73.0,6.0,18.0,49.0,22.0,19.0,4.0,24.0,18.0,22.0,37.0,27.0,20.0,5.0,20.0,24.0,13.0,44.0,25.0,40.0,22.0,13.0,42.0,16.0,42.0,14.0,4.0,17.0,17.0,10.0,50.0,20.0,25.0,2.0,11.0,16.0,6.0,15.0,24.0,25.0,10.0
2006-44,22.0,32.0,31.0,11.0,31.0,13.0,15.0,9.0,23.0,36.0,18.0,43.0,23.0,45.0,20.0,12.0,11.0,12.0,44.0,20.0,4.0,17.0,11.0,9.0,30.0,16.0,13.0,23.0,15.0,25.0,1.0,19.0,10.0,4.0,43.0,45.0,28.0,13.0,14.0,35.0,26.0,19.0,19.0,15.0,29.0,18.0,46.0,4.0,23.0,5.0,9.0,16.0,8.0,0.0,9.0,13.0,20.0,38.0,18.0,12.0,30.0,1.0,30.0,13.0,33.0,28.0,92.0,37.0,24.0,7.0,9.0,14.0,28.0,28.0,3.0,12.0,25.0,12.0,37.0,19.0,6.0,22.0,21.0,6.0,14.0,19.0,15.0,6.0,19.0,6.0,20.0,19.0,27.0,17.0,29.0,22.0,23.0,29.0,28.0,13.0,22.0,39.0,23.0,4.0,37.0,23.0,14.0,19.0,11.0,17.0,6.0,34.0,23.0,4.0,18.0,51.0,12.0,23.0,15.0,1.0,16.0,0.0,7.0,28.0,14.0,28.0,14.0,4.0,11.0,25.0,21.0,12.0,31.0,23.0,11.0,8.0,10.0,33.0,8.0,52.0,23.0,11.0,16.0,18.0,42.0,19.0,54.0,63.0,28.0,31.0,22.0,23.0,9.0,40.0,51.0,7.0,55.0,7.0,16.0,44.0,43.0,19.0,5.0,25.0,20.0,23.0,38.0,26.0,17.0,6.0,20.0,16.0,15.0,43.0,16.0,40.0,22.0,17.0,42.0,16.0,41.0,15.0,5.0,18.0,14.0,10.0,54.0,25.0,34.0,3.0,18.0,25.0,3.0,13.0,31.0,30.0,12.0
2006-45,13.0,30.0,19.0,11.0,32.0,15.0,13.0,7.0,33.0,40.0,15.0,41.0,16.0,45.0,22.0,10.0,10.0,12.0,45.0,21.0,5.0,16.0,10.0,10.0,28.0,15.0,13.0,30.0,17.0,19.0,1.0,25.0,8.0,2.0,35.0,33.0,19.0,8.0,15.0,36.0,30.0,19.0,30.0,17.0,27.0,22.0,46.0,3.0,24.0,7.0,11.0,17.0,14.0,0.0,6.0,18.0,19.0,39.0,21.0,13.0,29.0,2.0,27.0,25.0,23.0,50.0,57.0,28.0,29.0,20.0,6.0,15.0,23.0,32.0,4.0,8.0,25.0,9.0,28.0,21.0,9.0,21.0,24.0,5.0,14.0,18.0,11.0,6.0,23.0,4.0,24.0,18.0,24.0,14.0,24.0,22.0,21.0,28.0,28.0,12.0,23.0,35.0,18.0,2.0,29.0,56.0,22.0,18.0,11.0,18.0,7.0,31.0,19.0,4.0,19.0,51.0,9.0,22.0,22.0,1.0,13.0,0.0,9.0,28.0,16.0,25.0,14.0,5.0,10.0,16.0,21.0,12.0,32.0,26.0,22.0,8.0,10.0,31.0,8.0,48.0,20.0,13.0,19.0,19.0,40.0,19.0,64.0,22.0,27.0,35.0,20.0,23.0,9.0,29.0,24.0,4.0,45.0,6.0,14.0,51.0,31.0,18.0,5.0,24.0,26.0,22.0,37.0,32.0,19.0,7.0,11.0,46.0,14.0,40.0,13.0,40.0,24.0,15.0,36.0,15.0,45.0,15.0,8.0,17.0,15.0,9.0,55.0,23.0,23.0,5.0,14.0,21.0,5.0,21.0,30.0,32.0,5.0
